i	j	kin	ibd0	ibd1	ibd2
{"s":"NA18872"}	{"s":"NA19193"}	-2.4496e-02	1.0981e+00	-9.8171e-02	9.4099e-05
{"s":"NA18872"}	{"s":"NA19194"}	-2.2142e-02	1.1197e+00	-1.5078e-01	3.1103e-02
{"s":"NA18872"}	{"s":"NA19200"}	-7.5260e-03	1.0610e+00	-9.1797e-02	3.0847e-02
{"s":"NA18872"}	{"s":"NA19201"}	-2.4599e-02	1.1016e+00	-1.0471e-01	3.1582e-03
{"s":"NA18872"}	{"s":"NA19202"}	-2.0941e-02	1.0805e+00	-7.7140e-02	-3.3121e-03
{"s":"NA18872"}	{"s":"NA19203"}	-2.3075e-02	1.1251e+00	-1.5784e-01	3.2771e-02
{"s":"NA18872"}	{"s":"NA19204"}	-2.1579e-02	1.0906e+00	-9.4790e-02	4.2379e-03
{"s":"NA18872"}	{"s":"NA19205"}	-2.8195e-02	1.1470e+00	-1.8117e-01	3.4195e-02
{"s":"NA18872"}	{"s":"NA19206"}	-1.2067e-02	1.0488e+00	-4.9280e-02	5.0659e-04
{"s":"NA18872"}	{"s":"NA19207"}	-9.1102e-03	1.0638e+00	-9.1154e-02	2.7357e-02
{"s":"NA18872"}	{"s":"NA19208"}	-1.2212e-02	1.0807e+00	-1.1252e-01	3.1837e-02
{"s":"NA18872"}	{"s":"NA19209"}	2.3621e-03	9.9430e-01	1.9420e-03	3.7533e-03
{"s":"NA18872"}	{"s":"NA19210"}	-1.9329e-02	1.1067e+00	-1.3601e-01	2.9348e-02
{"s":"NA18872"}	{"s":"NA19211"}	-9.8815e-03	1.0744e+00	-1.0936e-01	3.4918e-02
{"s":"NA18872"}	{"s":"NA19221"}	-2.3581e-02	1.0979e+00	-1.0152e-01	3.5994e-03
{"s":"NA18872"}	{"s":"NA19222"}	-1.7007e-02	1.0703e+00	-7.2494e-02	2.2337e-03
{"s":"NA18872"}	{"s":"NA19223"}	-2.2211e-02	1.1193e+00	-1.4975e-01	3.0454e-02
{"s":"NA18872"}	{"s":"NA19238"}	-1.1601e-02	1.0521e+00	-5.7751e-02	5.6747e-03
{"s":"NA18872"}	{"s":"NA19239"}	1.9661e-03	1.0238e+00	-5.5442e-02	3.1653e-02
{"s":"NA18872"}	{"s":"NA19240"}	-3.6590e-03	1.0141e+00	-1.3532e-02	-5.5224e-04
{"s":"NA18912"}	{"s":"NA18913"}	-1.5278e-02	1.0655e+00	-6.9883e-02	4.3856e-03
{"s":"NA18912"}	{"s":"NA18914"}	2.4159e-01	1.4528e-02	9.9589e-01	-1.0416e-02
{"s":"NA18912"}	{"s":"NA19092"}	-2.5620e-03	1.0128e+00	-1.5428e-02	2.5898e-03
{"s":"NA18912"}	{"s":"NA19093"}	-1.4592e-03	1.0117e+00	-1.7583e-02	5.8731e-03
{"s":"NA18912"}	{"s":"NA19094"}	9.3525e-05	1.0013e+00	-2.9860e-03	1.6800e-03
{"s":"NA18912"}	{"s":"NA19098"}	-6.1540e-03	1.0276e+00	-3.0497e-02	2.9405e-03
{"s":"NA18912"}	{"s":"NA19099"}	-3.5749e-03	1.0119e+00	-9.5177e-03	-2.3910e-03
{"s":"NA18912"}	{"s":"NA19100"}	-8.5390e-03	1.0371e+00	-3.9991e-02	2.9178e-03
{"s":"NA18912"}	{"s":"NA19101"}	5.3906e-03	9.8286e-01	1.2724e-02	4.4194e-03
{"s":"NA18912"}	{"s":"NA19102"}	-9.0401e-03	1.0420e+00	-4.7796e-02	5.8178e-03
{"s":"NA18912"}	{"s":"NA19103"}	-2.6741e-03	1.0090e+00	-7.3314e-03	-1.6825e-03
{"s":"NA18912"}	{"s":"NA19116"}	-7.4479e-03	1.0281e+00	-2.6439e-02	-1.6763e-03
{"s":"NA18912"}	{"s":"NA19119"}	-1.0936e-02	1.0404e+00	-3.7143e-02	-3.3007e-03
{"s":"NA18912"}	{"s":"NA19120"}	-1.1818e-02	1.0483e+00	-4.9229e-02	9.7729e-04
{"s":"NA18912"}	{"s":"NA19127"}	-8.5680e-04	1.0058e+00	-8.0956e-03	2.3342e-03
{"s":"NA18912"}	{"s":"NA19128"}	-4.0188e-03	1.0156e+00	-1.5223e-02	-4.2592e-04
{"s":"NA18912"}	{"s":"NA19129"}	-2.9332e-03	1.0129e+00	-1.4007e-02	1.1372e-03
{"s":"NA18912"}	{"s":"NA19130"}	-8.2050e-03	1.0328e+00	-3.2869e-02	2.4611e-05
{"s":"NA18912"}	{"s":"NA19131"}	-8.4795e-03	1.0377e+00	-4.1420e-02	3.7509e-03
{"s":"NA18912"}	{"s":"NA19132"}	-1.4165e-02	1.0589e+00	-6.1058e-02	2.1996e-03
{"s":"NA18912"}	{"s":"NA19137"}	-7.1193e-03	1.0296e+00	-3.0763e-02	1.1427e-03
{"s":"NA18912"}	{"s":"NA19138"}	-2.0604e-03	1.0055e+00	-2.8045e-03	-2.7186e-03
{"s":"NA18912"}	{"s":"NA19139"}	-5.3688e-03	1.0232e+00	-2.4965e-02	1.7449e-03
{"s":"NA18912"}	{"s":"NA19140"}	-7.8573e-03	1.0316e+00	-3.1699e-02	1.3504e-04
{"s":"NA18912"}	{"s":"NA19141"}	-4.4816e-03	1.0182e+00	-1.8556e-02	3.1507e-04
{"s":"NA18912"}	{"s":"NA19142"}	-9.4386e-03	1.0347e+00	-3.1709e-02	-3.0224e-03
{"s":"NA18912"}	{"s":"NA19143"}	-5.6930e-03	1.0254e+00	-2.8015e-02	2.6217e-03
{"s":"NA18912"}	{"s":"NA19144"}	-7.0101e-03	1.0288e+00	-2.9619e-02	7.8909e-04
{"s":"NA18912"}	{"s":"NA19145"}	-9.4082e-03	1.0367e+00	-3.5719e-02	-9.5669e-04
{"s":"NA18912"}	{"s":"NA19152"}	-8.3167e-03	1.0338e+00	-3.4271e-02	5.0199e-04
{"s":"NA18912"}	{"s":"NA19153"}	-9.6852e-03	1.0421e+00	-4.5543e-02	3.4013e-03
{"s":"NA18912"}	{"s":"NA19154"}	-1.2559e-02	1.0494e+00	-4.8612e-02	-8.1252e-04
{"s":"NA18912"}	{"s":"NA19159"}	-8.0581e-03	1.0313e+00	-3.0374e-02	-9.2915e-04
{"s":"NA18912"}	{"s":"NA19160"}	-6.9154e-03	1.0311e+00	-3.4496e-02	3.4175e-03
{"s":"NA18912"}	{"s":"NA19161"}	-1.1041e-02	1.0516e+00	-5.9114e-02	7.4752e-03
{"s":"NA18912"}	{"s":"NA19171"}	-8.4583e-03	1.0345e+00	-3.5089e-02	6.2776e-04
{"s":"NA18912"}	{"s":"NA19172"}	-4.1690e-03	1.0184e+00	-2.0216e-02	1.7698e-03
{"s":"NA18912"}	{"s":"NA19173"}	-1.0866e-02	1.0486e+00	-5.3780e-02	5.1584e-03
{"s":"NA18912"}	{"s":"NA19192"}	-8.1683e-03	1.0309e+00	-2.9177e-02	-1.7479e-03
{"s":"NA18912"}	{"s":"NA19193"}	-9.2949e-03	1.0381e+00	-3.8946e-02	8.8332e-04
{"s":"NA18912"}	{"s":"NA19194"}	-1.0061e-02	1.0434e+00	-4.6502e-02	3.1297e-03
{"s":"NA18912"}	{"s":"NA19200"}	-3.4500e-03	1.0202e+00	-2.6514e-02	6.3570e-03
{"s":"NA18912"}	{"s":"NA19201"}	-3.7052e-03	1.0171e+00	-1.9418e-02	2.2986e-03
{"s":"NA18912"}	{"s":"NA19202"}	-6.4766e-03	1.0316e+00	-3.7315e-02	5.7041e-03
{"s":"NA18912"}	{"s":"NA19203"}	-1.0518e-02	1.0438e+00	-4.5605e-02	1.7671e-03
{"s":"NA18912"}	{"s":"NA19204"}	-1.4594e-02	1.0575e+00	-5.6691e-02	-8.4281e-04
{"s":"NA18912"}	{"s":"NA19205"}	-1.3379e-02	1.0561e+00	-5.8738e-02	2.6102e-03
{"s":"NA18912"}	{"s":"NA19206"}	-7.0379e-03	1.0333e+00	-3.8479e-02	5.1639e-03
{"s":"NA18912"}	{"s":"NA19207"}	-8.3621e-03	1.0310e+00	-2.8621e-02	-2.4136e-03
{"s":"NA18912"}	{"s":"NA19208"}	-1.0059e-02	1.0401e+00	-4.0059e-02	-8.8904e-05
{"s":"NA18912"}	{"s":"NA19209"}	-1.0110e-02	1.0401e+00	-3.9817e-02	-3.1139e-04
{"s":"NA18912"}	{"s":"NA19210"}	-1.1081e-02	1.0376e+00	-3.0938e-02	-6.6940e-03
{"s":"NA18912"}	{"s":"NA19211"}	-1.3840e-02	1.0525e+00	-4.9546e-02	-2.9077e-03
{"s":"NA18912"}	{"s":"NA19221"}	-1.2887e-02	1.0505e+00	-4.9493e-02	-1.0272e-03
{"s":"NA18912"}	{"s":"NA19222"}	-7.0779e-03	1.0249e+00	-2.1520e-02	-3.3959e-03
{"s":"NA18912"}	{"s":"NA19223"}	-1.3105e-02	1.0518e+00	-5.1121e-02	-6.4870e-04
{"s":"NA18912"}	{"s":"NA19238"}	-1.7734e-02	1.0695e+00	-6.8055e-02	-1.4397e-03
{"s":"NA18912"}	{"s":"NA19239"}	-9.1098e-03	1.0362e+00	-3.5870e-02	-2.8483e-04
{"s":"NA18912"}	{"s":"NA19240"}	-1.3859e-02	1.0577e+00	-5.9887e-02	2.2260e-03
{"s":"NA18913"}	{"s":"NA18914"}	2.1829e-01	1.7108e-01	8.0722e-01	2.1701e-02
{"s":"NA18913"}	{"s":"NA19092"}	-2.0851e-03	1.0335e+00	-5.8712e-02	2.5186e-02
{"s":"NA18913"}	{"s":"NA19093"}	-2.9430e-03	1.0116e+00	-1.1424e-02	-1.7407e-04
{"s":"NA18913"}	{"s":"NA19094"}	2.1477e-03	9.9235e-01	6.7002e-03	9.4519e-04
{"s":"NA18913"}	{"s":"NA19098"}	1.4690e-03	1.0250e+00	-5.5824e-02	3.0850e-02
{"s":"NA18913"}	{"s":"NA19099"}	1.8174e-02	9.2271e-01	8.1891e-02	-4.5983e-03
{"s":"NA18913"}	{"s":"NA19100"}	9.0828e-03	9.6582e-01	3.2025e-02	2.1529e-03
{"s":"NA18913"}	{"s":"NA19101"}	2.8228e-03	1.0205e+00	-5.2343e-02	3.1817e-02
{"s":"NA18913"}	{"s":"NA19102"}	6.8714e-03	9.7071e-01	3.1088e-02	-1.8010e-03
{"s":"NA18913"}	{"s":"NA19103"}	2.7344e-03	1.0203e+00	-5.1594e-02	3.1266e-02
{"s":"NA18913"}	{"s":"NA19116"}	-1.3316e-02	1.0558e+00	-5.8332e-02	2.5335e-03
{"s":"NA18913"}	{"s":"NA19119"}	-1.0114e-02	1.0755e+00	-1.1059e-01	3.5069e-02
{"s":"NA18913"}	{"s":"NA19120"}	-1.4085e-02	1.0874e+00	-1.1852e-01	3.1092e-02
{"s":"NA18913"}	{"s":"NA19127"}	-2.6793e-03	1.0140e+00	-1.7280e-02	3.2812e-03
{"s":"NA18913"}	{"s":"NA19128"}	5.4137e-03	1.0092e+00	-4.0133e-02	3.0894e-02
{"s":"NA18913"}	{"s":"NA19129"}	1.3717e-03	9.9869e-01	-2.8642e-03	4.1754e-03
{"s":"NA18913"}	{"s":"NA19130"}	-1.3702e-02	1.0872e+00	-1.1969e-01	3.2441e-02
{"s":"NA18913"}	{"s":"NA19131"}	-7.3224e-03	1.0315e+00	-3.3794e-02	2.2524e-03
{"s":"NA18913"}	{"s":"NA19132"}	-1.2227e-02	1.0468e+00	-4.4785e-02	-2.0615e-03
{"s":"NA18913"}	{"s":"NA19137"}	-9.1036e-03	1.0361e+00	-3.5823e-02	-2.9551e-04
{"s":"NA18913"}	{"s":"NA19138"}	-1.3616e-02	1.0863e+00	-1.1807e-01	3.1802e-02
{"s":"NA18913"}	{"s":"NA19139"}	-1.3606e-02	1.0821e+00	-1.0975e-01	2.7662e-02
{"s":"NA18913"}	{"s":"NA19140"}	-1.5420e-02	1.0653e+00	-6.8850e-02	3.5840e-03
{"s":"NA18913"}	{"s":"NA19141"}	-2.3399e-02	1.1277e+00	-1.6179e-01	3.4099e-02
{"s":"NA18913"}	{"s":"NA19142"}	-2.4452e-02	1.1276e+00	-1.5748e-01	2.9838e-02
{"s":"NA18913"}	{"s":"NA19143"}	-1.7627e-02	1.0724e+00	-7.4351e-02	1.9220e-03
{"s":"NA18913"}	{"s":"NA19144"}	-2.5443e-02	1.1276e+00	-1.5350e-01	2.5865e-02
{"s":"NA18913"}	{"s":"NA19145"}	-2.8451e-02	1.1496e+00	-1.8548e-01	3.5837e-02
{"s":"NA18913"}	{"s":"NA19152"}	-2.1984e-02	1.0873e+00	-8.6596e-02	-6.7063e-04
{"s":"NA18913"}	{"s":"NA19153"}	-1.1448e-02	1.0747e+00	-1.0359e-01	2.8897e-02
{"s":"NA18913"}	{"s":"NA19154"}	-2.0350e-02	1.1127e+00	-1.4392e-01	3.1261e-02
{"s":"NA18913"}	{"s":"NA19159"}	-3.9372e-03	1.0177e+00	-1.9560e-02	1.9055e-03
{"s":"NA18913"}	{"s":"NA19160"}	-1.0098e-02	1.0704e+00	-1.0036e-01	2.9986e-02
{"s":"NA18913"}	{"s":"NA19161"}	-8.4948e-03	1.0601e+00	-8.6308e-02	2.6164e-02
{"s":"NA18913"}	{"s":"NA19171"}	-2.4910e-02	1.1298e+00	-1.6005e-01	3.0204e-02
{"s":"NA18913"}	{"s":"NA19172"}	-4.8144e-03	1.0202e+00	-2.1062e-02	9.0222e-04
{"s":"NA18913"}	{"s":"NA19173"}	-1.7606e-02	1.1004e+00	-1.3030e-01	2.9939e-02
{"s":"NA18913"}	{"s":"NA19192"}	-6.7265e-03	1.0582e+00	-8.9568e-02	3.1331e-02
{"s":"NA18913"}	{"s":"NA19193"}	-6.8505e-03	1.0275e+00	-2.7686e-02	1.4205e-04
{"s":"NA18913"}	{"s":"NA19194"}	-1.0788e-02	1.0741e+00	-1.0496e-01	3.0902e-02
{"s":"NA18913"}	{"s":"NA19200"}	-4.6824e-03	1.0466e+00	-7.4532e-02	2.7901e-02
{"s":"NA18913"}	{"s":"NA19201"}	1.1294e-02	9.5423e-01	4.6355e-02	-5.8920e-04
{"s":"NA18913"}	{"s":"NA19202"}	3.3027e-03	9.8481e-01	1.7167e-02	-1.9780e-03
{"s":"NA18913"}	{"s":"NA19203"}	-1.8984e-02	1.1012e+00	-1.2654e-01	2.5302e-02
{"s":"NA18913"}	{"s":"NA19204"}	-3.3933e-02	1.1399e+00	-1.4404e-01	4.1554e-03
{"s":"NA18913"}	{"s":"NA19205"}	-3.1254e-02	1.1592e+00	-1.9333e-01	3.4158e-02
{"s":"NA18913"}	{"s":"NA19206"}	-1.3006e-02	1.0509e+00	-4.9719e-02	-1.1527e-03
{"s":"NA18913"}	{"s":"NA19207"}	-2.3273e-02	1.1231e+00	-1.5316e-01	3.0033e-02
{"s":"NA18913"}	{"s":"NA19208"}	-2.1441e-02	1.1201e+00	-1.5445e-01	3.4340e-02
{"s":"NA18913"}	{"s":"NA19209"}	-3.0921e-02	1.1276e+00	-1.3158e-01	3.9464e-03
{"s":"NA18913"}	{"s":"NA19210"}	-1.7972e-02	1.1043e+00	-1.3677e-01	3.2440e-02
{"s":"NA18913"}	{"s":"NA19211"}	-3.1445e-02	1.1568e+00	-1.8775e-01	3.0987e-02
{"s":"NA18913"}	{"s":"NA19221"}	-1.1226e-02	1.0456e+00	-4.6368e-02	7.3301e-04
{"s":"NA18913"}	{"s":"NA19222"}	-1.3120e-03	1.0068e+00	-8.3069e-03	1.5294e-03
{"s":"NA18913"}	{"s":"NA19223"}	-1.1325e-02	1.0728e+00	-1.0022e-01	2.7457e-02
{"s":"NA18913"}	{"s":"NA19238"}	2.2658e-01	1.5440e-02	9.9197e-01	-7.4098e-03
{"s":"NA18913"}	{"s":"NA19239"}	-3.3123e-02	1.1650e+00	-1.9753e-01	3.2521e-02
{"s":"NA18913"}	{"s":"NA19240"}	1.1446e-01	5.2991e-01	4.8234e-01	-1.2245e-02
{"s":"NA18914"}	{"s":"NA19092"}	-5.3910e-03	1.0485e+00	-7.5437e-02	2.6937e-02
{"s":"NA18914"}	{"s":"NA19093"}	-3.8188e-03	1.0159e+00	-1.6495e-02	6.0988e-04
{"s":"NA18914"}	{"s":"NA19094"}	-2.2624e-04	1.0034e+00	-5.9271e-03	2.5111e-03
{"s":"NA18914"}	{"s":"NA19098"}	-5.1278e-03	1.0517e+00	-8.2976e-02	3.1232e-02
{"s":"NA18914"}	{"s":"NA19099"}	9.4941e-03	9.6593e-01	3.0160e-02	3.9080e-03
{"s":"NA18914"}	{"s":"NA19100"}	1.0098e-04	1.0004e+00	-1.1324e-03	7.6819e-04
{"s":"NA18914"}	{"s":"NA19101"}	4.7770e-03	1.0192e+00	-5.7482e-02	3.8295e-02
{"s":"NA18914"}	{"s":"NA19102"}	-4.8768e-03	1.0209e+00	-2.2325e-02	1.4092e-03
{"s":"NA18914"}	{"s":"NA19103"}	-1.8407e-03	1.0412e+00	-7.4960e-02	3.3799e-02
{"s":"NA18914"}	{"s":"NA19116"}	-1.5371e-02	1.0615e+00	-6.1482e-02	-4.5212e-07
{"s":"NA18914"}	{"s":"NA19119"}	-1.0937e-02	1.0804e+00	-1.1700e-01	3.6625e-02
{"s":"NA18914"}	{"s":"NA19120"}	-1.8115e-02	1.1029e+00	-1.3326e-01	3.0401e-02
{"s":"NA18914"}	{"s":"NA19127"}	-7.0255e-05	1.0035e+00	-6.6475e-03	3.1833e-03
{"s":"NA18914"}	{"s":"NA19128"}	1.9871e-03	1.0229e+00	-5.3808e-02	3.0878e-02
{"s":"NA18914"}	{"s":"NA19129"}	9.0220e-04	9.9792e-01	5.5104e-04	1.5289e-03
{"s":"NA18914"}	{"s":"NA19130"}	-9.2685e-03	1.0736e+00	-1.1016e-01	3.6543e-02
{"s":"NA18914"}	{"s":"NA19131"}	-1.1733e-02	1.0432e+00	-3.9450e-02	-3.7398e-03
{"s":"NA18914"}	{"s":"NA19132"}	-1.5909e-02	1.0631e+00	-6.2514e-02	-5.6194e-04
{"s":"NA18914"}	{"s":"NA19137"}	-1.1295e-02	1.0486e+00	-5.2068e-02	3.4441e-03
{"s":"NA18914"}	{"s":"NA19138"}	-8.7024e-03	1.0628e+00	-9.0831e-02	2.8011e-02
{"s":"NA18914"}	{"s":"NA19139"}	-1.2225e-02	1.0775e+00	-1.0619e-01	2.8643e-02
{"s":"NA18914"}	{"s":"NA19140"}	-1.5513e-02	1.0642e+00	-6.6285e-02	2.1159e-03
{"s":"NA18914"}	{"s":"NA19141"}	-1.7525e-02	1.1028e+00	-1.3543e-01	3.2665e-02
{"s":"NA18914"}	{"s":"NA19142"}	-1.9186e-02	1.1075e+00	-1.3833e-01	3.0792e-02
{"s":"NA18914"}	{"s":"NA19143"}	-1.8005e-02	1.0779e+00	-8.3878e-02	5.9279e-03
{"s":"NA18914"}	{"s":"NA19144"}	-2.0700e-02	1.1173e+00	-1.5181e-01	3.4507e-02
{"s":"NA18914"}	{"s":"NA19145"}	-2.3903e-02	1.1262e+00	-1.5673e-01	3.0557e-02
{"s":"NA18914"}	{"s":"NA19152"}	-1.6653e-02	1.0719e+00	-7.7248e-02	5.3186e-03
{"s":"NA18914"}	{"s":"NA19153"}	-1.2844e-02	1.0811e+00	-1.1090e-01	2.9761e-02
{"s":"NA18914"}	{"s":"NA19154"}	-1.9738e-02	1.1180e+00	-1.5698e-01	3.9017e-02
{"s":"NA18914"}	{"s":"NA19159"}	-4.6286e-03	1.0196e+00	-2.0606e-02	1.0458e-03
{"s":"NA18914"}	{"s":"NA19160"}	-1.2181e-02	1.0786e+00	-1.0853e-01	2.9904e-02
{"s":"NA18914"}	{"s":"NA19161"}	-1.0961e-02	1.0733e+00	-1.0285e-01	2.9503e-02
{"s":"NA18914"}	{"s":"NA19171"}	-2.2762e-02	1.1235e+00	-1.5593e-01	3.2441e-02
{"s":"NA18914"}	{"s":"NA19172"}	-8.1012e-03	1.0278e+00	-2.3170e-02	-4.6175e-03
{"s":"NA18914"}	{"s":"NA19173"}	-2.0706e-02	1.1131e+00	-1.4345e-01	3.0313e-02
{"s":"NA18914"}	{"s":"NA19192"}	-8.0652e-03	1.0657e+00	-9.9210e-02	3.3475e-02
{"s":"NA18914"}	{"s":"NA19193"}	-1.1813e-02	1.0544e+00	-6.1602e-02	7.1759e-03
{"s":"NA18914"}	{"s":"NA19194"}	-1.1678e-02	1.0779e+00	-1.0910e-01	3.1196e-02
{"s":"NA18914"}	{"s":"NA19200"}	-6.4784e-03	1.0602e+00	-9.4522e-02	3.4304e-02
{"s":"NA18914"}	{"s":"NA19201"}	6.4618e-03	9.7209e-01	2.9974e-02	-2.0635e-03
{"s":"NA18914"}	{"s":"NA19202"}	5.8824e-04	1.0019e+00	-6.2023e-03	4.2776e-03
{"s":"NA18914"}	{"s":"NA19203"}	-2.0307e-02	1.1089e+00	-1.3654e-01	2.7659e-02
{"s":"NA18914"}	{"s":"NA19204"}	-3.3342e-02	1.1348e+00	-1.3627e-01	1.4515e-03
{"s":"NA18914"}	{"s":"NA19205"}	-2.9042e-02	1.1495e+00	-1.8282e-01	3.3325e-02
{"s":"NA18914"}	{"s":"NA19206"}	-1.2196e-02	1.0485e+00	-4.8165e-02	-3.0954e-04
{"s":"NA18914"}	{"s":"NA19207"}	-2.2544e-02	1.1234e+00	-1.5654e-01	3.3182e-02
{"s":"NA18914"}	{"s":"NA19208"}	-2.1770e-02	1.1150e+00	-1.4299e-01	2.7954e-02
{"s":"NA18914"}	{"s":"NA19209"}	-2.5195e-02	1.1014e+00	-1.0204e-01	6.2770e-04
{"s":"NA18914"}	{"s":"NA19210"}	-1.8539e-02	1.1075e+00	-1.4079e-01	3.3317e-02
{"s":"NA18914"}	{"s":"NA19211"}	-2.7952e-02	1.1453e+00	-1.7874e-01	3.3464e-02
{"s":"NA18914"}	{"s":"NA19221"}	-1.7022e-02	1.0703e+00	-7.2559e-02	2.2353e-03
{"s":"NA18914"}	{"s":"NA19222"}	-6.8904e-03	1.0279e+00	-2.8205e-02	3.2154e-04
{"s":"NA18914"}	{"s":"NA19223"}	-1.8083e-02	1.1021e+00	-1.3185e-01	2.9760e-02
{"s":"NA18914"}	{"s":"NA19238"}	1.2233e-01	5.0949e-01	4.9173e-01	-1.2146e-03
{"s":"NA18914"}	{"s":"NA19239"}	-2.7641e-02	1.1412e+00	-1.7193e-01	3.0683e-02
{"s":"NA18914"}	{"s":"NA19240"}	5.4967e-02	7.7675e-01	2.2664e-01	-3.3849e-03
{"s":"NA19092"}	{"s":"NA19093"}	-6.3032e-02	1.2565e+00	-2.6091e-01	4.3888e-03
{"s":"NA19092"}	{"s":"NA19094"}	1.6531e-01	2.9500e-01	7.4878e-01	-4.3779e-02
{"s":"NA19092"}	{"s":"NA19098"}	-1.8797e-02	1.1056e+00	-1.3597e-01	3.0390e-02
{"s":"NA19092"}	{"s":"NA19099"}	-2.1308e-02	1.0901e+00	-9.5034e-02	4.9016e-03
{"s":"NA19092"}	{"s":"NA19100"}	-2.6370e-02	1.1051e+00	-1.0471e-01	-3.8529e-04
{"s":"NA19092"}	{"s":"NA19101"}	-4.3520e-02	1.1979e+00	-2.2165e-01	2.3784e-02
{"s":"NA19092"}	{"s":"NA19102"}	6.1770e-03	9.7474e-01	2.5809e-02	-5.5050e-04
{"s":"NA19092"}	{"s":"NA19103"}	-2.8835e-02	1.1464e+00	-1.7756e-01	3.1107e-02
{"s":"NA19092"}	{"s":"NA19116"}	6.8751e-03	9.7134e-01	2.9829e-02	-1.1642e-03
{"s":"NA19092"}	{"s":"NA19119"}	-2.6069e-03	1.0409e+00	-7.1368e-02	3.0470e-02
{"s":"NA19092"}	{"s":"NA19120"}	2.5204e-03	1.0227e+00	-5.5520e-02	3.2801e-02
{"s":"NA19092"}	{"s":"NA19127"}	-5.7344e-02	1.2366e+00	-2.4392e-01	7.2709e-03
{"s":"NA19092"}	{"s":"NA19128"}	-3.6558e-02	1.1753e+00	-2.0431e-01	2.9040e-02
{"s":"NA19092"}	{"s":"NA19129"}	-5.8765e-02	1.2448e+00	-2.5448e-01	9.7089e-03
{"s":"NA19092"}	{"s":"NA19130"}	-2.5311e-02	1.1303e+00	-1.5927e-01	2.9015e-02
{"s":"NA19092"}	{"s":"NA19131"}	3.0322e-02	8.8676e-01	1.0519e-01	8.0501e-03
{"s":"NA19092"}	{"s":"NA19132"}	2.1790e-03	9.9841e-01	-5.5392e-03	7.1276e-03
{"s":"NA19092"}	{"s":"NA19137"}	-3.6045e-02	1.1486e+00	-1.5302e-01	4.4204e-03
{"s":"NA19092"}	{"s":"NA19138"}	-3.0738e-02	1.1529e+00	-1.8295e-01	2.9998e-02
{"s":"NA19092"}	{"s":"NA19139"}	-4.2323e-02	1.2045e+00	-2.3971e-01	3.5208e-02
{"s":"NA19092"}	{"s":"NA19140"}	-2.0657e-02	1.0869e+00	-9.1259e-02	4.3153e-03
{"s":"NA19092"}	{"s":"NA19141"}	-5.4054e-02	1.2518e+00	-2.8744e-01	3.5614e-02
{"s":"NA19092"}	{"s":"NA19142"}	-4.5484e-02	1.2173e+00	-2.5268e-01	3.5372e-02
{"s":"NA19092"}	{"s":"NA19143"}	-2.0510e-02	1.0864e+00	-9.0747e-02	4.3538e-03
{"s":"NA19092"}	{"s":"NA19144"}	9.3511e-04	1.0242e+00	-5.2197e-02	2.7969e-02
{"s":"NA19092"}	{"s":"NA19145"}	-1.5292e-02	1.0929e+00	-1.2469e-01	3.1762e-02
{"s":"NA19092"}	{"s":"NA19152"}	-2.6574e-02	1.1051e+00	-1.0387e-01	-1.2157e-03
{"s":"NA19092"}	{"s":"NA19153"}	1.8880e-02	9.5105e-01	2.2383e-02	2.6569e-02
{"s":"NA19092"}	{"s":"NA19154"}	-5.9989e-03	1.0527e+00	-8.1313e-02	2.8659e-02
{"s":"NA19092"}	{"s":"NA19159"}	-3.4865e-03	1.0191e+00	-2.4176e-02	5.1149e-03
{"s":"NA19092"}	{"s":"NA19160"}	-6.3830e-03	1.0587e+00	-9.1773e-02	3.3120e-02
{"s":"NA19092"}	{"s":"NA19161"}	-6.0553e-03	1.0536e+00	-8.2982e-02	2.9380e-02
{"s":"NA19092"}	{"s":"NA19171"}	1.2899e-02	9.7775e-01	-7.0919e-03	2.9344e-02
{"s":"NA19092"}	{"s":"NA19172"}	-1.3320e-02	1.0539e+00	-5.4487e-02	6.0430e-04
{"s":"NA19092"}	{"s":"NA19173"}	7.3199e-04	1.0298e+00	-6.2628e-02	3.2778e-02
{"s":"NA19092"}	{"s":"NA19192"}	-1.4479e-02	1.0879e+00	-1.1781e-01	2.9949e-02
{"s":"NA19092"}	{"s":"NA19193"}	3.9648e-03	9.8286e-01	1.8428e-02	-1.2842e-03
{"s":"NA19092"}	{"s":"NA19194"}	-9.0284e-03	1.0686e+00	-1.0100e-01	3.2444e-02
{"s":"NA19092"}	{"s":"NA19200"}	-1.5947e-02	1.0888e+00	-1.1374e-01	2.4974e-02
{"s":"NA19092"}	{"s":"NA19201"}	-1.0966e-02	1.0460e+00	-4.8178e-02	2.1569e-03
{"s":"NA19092"}	{"s":"NA19202"}	-1.8879e-02	1.0803e+00	-8.5046e-02	4.7658e-03
{"s":"NA19092"}	{"s":"NA19203"}	2.2840e-02	9.3905e-01	3.0546e-02	3.0407e-02
{"s":"NA19092"}	{"s":"NA19204"}	2.8248e-02	8.8447e-01	1.1808e-01	-2.5433e-03
{"s":"NA19092"}	{"s":"NA19205"}	2.8451e-02	9.2259e-01	4.1019e-02	3.6392e-02
{"s":"NA19092"}	{"s":"NA19206"}	-6.8187e-03	1.0288e+00	-3.0259e-02	1.4918e-03
{"s":"NA19092"}	{"s":"NA19207"}	-6.1621e-03	1.0594e+00	-9.4090e-02	3.4721e-02
{"s":"NA19092"}	{"s":"NA19208"}	-8.9821e-03	1.0670e+00	-9.8066e-02	3.1069e-02
