i	j	kin	ibd0	ibd1	ibd2
{"s":"NA19092"}	{"s":"NA19209"}	-8.2003e-03	1.0331e+00	-3.3326e-02	2.6230e-04
{"s":"NA19092"}	{"s":"NA19210"}	8.9467e-03	9.9807e-01	-3.1935e-02	3.3861e-02
{"s":"NA19092"}	{"s":"NA19211"}	-3.9935e-03	1.0497e+00	-8.3510e-02	3.3768e-02
{"s":"NA19092"}	{"s":"NA19221"}	1.4217e-03	9.9778e-01	-1.2472e-03	3.4670e-03
{"s":"NA19092"}	{"s":"NA19222"}	-4.6166e-03	1.0180e+00	-1.7602e-02	-4.3237e-04
{"s":"NA19092"}	{"s":"NA19223"}	8.4966e-03	9.9937e-01	-3.2725e-02	3.3355e-02
{"s":"NA19092"}	{"s":"NA19238"}	2.0376e-03	9.8934e-01	1.3179e-02	-2.5144e-03
{"s":"NA19092"}	{"s":"NA19239"}	-6.2619e-03	1.0537e+00	-8.2346e-02	2.8649e-02
{"s":"NA19092"}	{"s":"NA19240"}	-4.0980e-03	1.0194e+00	-2.2459e-02	3.0336e-03
{"s":"NA19093"}	{"s":"NA19094"}	1.7748e-01	1.4739e-02	1.0235e+00	-3.8211e-02
{"s":"NA19093"}	{"s":"NA19098"}	-1.8101e-02	1.0722e+00	-7.2068e-02	-1.6814e-04
{"s":"NA19093"}	{"s":"NA19099"}	-1.6088e-02	1.0644e+00	-6.4370e-02	8.9526e-06
{"s":"NA19093"}	{"s":"NA19100"}	-2.1329e-02	1.0871e+00	-8.8979e-02	1.8325e-03
{"s":"NA19093"}	{"s":"NA19101"}	-7.7747e-02	1.3234e+00	-3.3590e-01	1.2458e-02
{"s":"NA19093"}	{"s":"NA19102"}	5.1226e-04	9.9749e-01	2.9725e-03	-4.6174e-04
{"s":"NA19093"}	{"s":"NA19103"}	-4.6768e-02	1.1895e+00	-1.9196e-01	2.4455e-03
{"s":"NA19093"}	{"s":"NA19116"}	1.1986e-02	9.5584e-01	4.0372e-02	3.7857e-03
{"s":"NA19093"}	{"s":"NA19119"}	-2.0465e-03	1.0035e+00	1.2678e-03	-4.7269e-03
{"s":"NA19093"}	{"s":"NA19120"}	3.5714e-03	9.8700e-01	1.1716e-02	1.2848e-03
{"s":"NA19093"}	{"s":"NA19127"}	-5.0477e-02	1.2123e+00	-2.2264e-01	1.0365e-02
{"s":"NA19093"}	{"s":"NA19128"}	-2.6985e-02	1.1118e+00	-1.1574e-01	3.8986e-03
{"s":"NA19093"}	{"s":"NA19129"}	-4.9592e-02	1.2053e+00	-2.1218e-01	6.9048e-03
{"s":"NA19093"}	{"s":"NA19130"}	-2.0230e-02	1.0789e+00	-7.6910e-02	-2.0049e-03
{"s":"NA19093"}	{"s":"NA19131"}	2.2369e-02	9.1977e-01	7.0978e-02	9.2489e-03
{"s":"NA19093"}	{"s":"NA19132"}	6.0956e-04	9.9872e-01	1.2443e-04	1.1569e-03
{"s":"NA19093"}	{"s":"NA19137"}	-3.0409e-02	1.1235e+00	-1.2528e-01	1.8241e-03
{"s":"NA19093"}	{"s":"NA19138"}	-2.0445e-02	1.0786e+00	-7.5380e-02	-3.1999e-03
{"s":"NA19093"}	{"s":"NA19139"}	-3.4695e-02	1.1455e+00	-1.5217e-01	6.6956e-03
{"s":"NA19093"}	{"s":"NA19140"}	-1.2928e-02	1.0503e+00	-4.8954e-02	-1.3786e-03
{"s":"NA19093"}	{"s":"NA19141"}	-4.2982e-02	1.1787e+00	-1.8551e-01	6.7925e-03
{"s":"NA19093"}	{"s":"NA19142"}	-3.5715e-02	1.1457e+00	-1.4854e-01	2.8383e-03
{"s":"NA19093"}	{"s":"NA19143"}	-1.7299e-02	1.0691e+00	-6.9103e-02	-4.6420e-05
{"s":"NA19093"}	{"s":"NA19144"}	-5.1606e-03	1.0167e+00	-1.2759e-02	-3.9415e-03
{"s":"NA19093"}	{"s":"NA19145"}	-1.4573e-02	1.0586e+00	-5.8848e-02	2.7853e-04
{"s":"NA19093"}	{"s":"NA19152"}	-2.2998e-02	1.0905e+00	-8.8923e-02	-1.5336e-03
{"s":"NA19093"}	{"s":"NA19153"}	1.2583e-02	9.5210e-01	4.5469e-02	2.4323e-03
{"s":"NA19093"}	{"s":"NA19154"}	-1.0443e-02	1.0435e+00	-4.5271e-02	1.7505e-03
{"s":"NA19093"}	{"s":"NA19159"}	-1.4236e-03	1.0084e+00	-1.1190e-02	2.7479e-03
{"s":"NA19093"}	{"s":"NA19160"}	-4.6792e-03	1.0166e+00	-1.4404e-02	-2.1564e-03
{"s":"NA19093"}	{"s":"NA19161"}	-4.7124e-03	1.0165e+00	-1.4134e-02	-2.3578e-03
{"s":"NA19093"}	{"s":"NA19171"}	8.5459e-03	9.6572e-01	3.4368e-02	-9.2102e-05
{"s":"NA19093"}	{"s":"NA19172"}	-1.1948e-02	1.0475e+00	-4.7250e-02	-2.7155e-04
{"s":"NA19093"}	{"s":"NA19173"}	-2.9650e-03	1.0166e+00	-2.1317e-02	4.7284e-03
{"s":"NA19093"}	{"s":"NA19192"}	-1.5078e-02	1.0619e+00	-6.3585e-02	1.6374e-03
{"s":"NA19093"}	{"s":"NA19193"}	2.3806e-03	9.9231e-01	5.8510e-03	1.8358e-03
{"s":"NA19093"}	{"s":"NA19194"}	-7.2530e-03	1.0325e+00	-3.5907e-02	3.4475e-03
{"s":"NA19093"}	{"s":"NA19200"}	-1.2460e-02	1.0507e+00	-5.1541e-02	8.5060e-04
{"s":"NA19093"}	{"s":"NA19201"}	-8.9457e-03	1.0380e+00	-4.0145e-02	2.1810e-03
{"s":"NA19093"}	{"s":"NA19202"}	-1.2149e-02	1.0488e+00	-4.9078e-02	2.4128e-04
{"s":"NA19093"}	{"s":"NA19203"}	1.4139e-02	9.4630e-01	5.0839e-02	2.8585e-03
{"s":"NA19093"}	{"s":"NA19204"}	2.3838e-02	9.0691e-01	9.0822e-02	2.2652e-03
{"s":"NA19093"}	{"s":"NA19205"}	2.1141e-02	9.1786e-01	7.9722e-02	2.4219e-03
{"s":"NA19093"}	{"s":"NA19206"}	-3.6852e-03	1.0198e+00	-2.4955e-02	5.1069e-03
{"s":"NA19093"}	{"s":"NA19207"}	-4.5570e-03	1.0193e+00	-2.0331e-02	1.0516e-03
{"s":"NA19093"}	{"s":"NA19208"}	-6.7967e-03	1.0286e+00	-2.9974e-02	1.3935e-03
{"s":"NA19093"}	{"s":"NA19209"}	-8.0712e-03	1.0367e+00	-4.1175e-02	4.4454e-03
{"s":"NA19093"}	{"s":"NA19210"}	7.1707e-03	9.7501e-01	2.1292e-02	3.6955e-03
{"s":"NA19093"}	{"s":"NA19211"}	-4.7832e-03	1.0192e+00	-1.9233e-02	5.0215e-05
{"s":"NA19093"}	{"s":"NA19221"}	5.0127e-04	9.9689e-01	4.2093e-03	-1.1021e-03
{"s":"NA19093"}	{"s":"NA19222"}	-7.2344e-03	1.0296e+00	-3.0320e-02	6.9125e-04
{"s":"NA19093"}	{"s":"NA19223"}	7.5944e-03	9.6886e-01	3.1910e-02	-7.6599e-04
{"s":"NA19093"}	{"s":"NA19238"}	-2.4907e-04	1.0037e+00	-6.3418e-03	2.6728e-03
{"s":"NA19093"}	{"s":"NA19239"}	-9.6322e-03	1.0380e+00	-3.7515e-02	-5.0685e-04
{"s":"NA19093"}	{"s":"NA19240"}	-6.7887e-03	1.0304e+00	-3.3607e-02	3.2263e-03
{"s":"NA19094"}	{"s":"NA19098"}	-2.8497e-02	1.1165e+00	-1.1904e-01	2.5226e-03
{"s":"NA19094"}	{"s":"NA19099"}	-2.5830e-02	1.1079e+00	-1.1238e-01	4.5324e-03
{"s":"NA19094"}	{"s":"NA19100"}	-3.2336e-02	1.1296e+00	-1.2995e-01	3.0461e-04
{"s":"NA19094"}	{"s":"NA19101"}	-1.0499e-01	1.4419e+00	-4.6392e-01	2.1977e-02
{"s":"NA19094"}	{"s":"NA19102"}	2.3794e-03	9.8760e-01	1.5281e-02	-2.8819e-03
{"s":"NA19094"}	{"s":"NA19103"}	-6.5477e-02	1.2665e+00	-2.7112e-01	4.6061e-03
{"s":"NA19094"}	{"s":"NA19116"}	1.8952e-02	9.2394e-01	7.6320e-02	-2.5495e-04
{"s":"NA19094"}	{"s":"NA19119"}	-3.7087e-03	1.0158e+00	-1.6715e-02	9.4006e-04
{"s":"NA19094"}	{"s":"NA19120"}	9.6178e-03	9.6342e-01	3.4689e-02	1.8912e-03
{"s":"NA19094"}	{"s":"NA19127"}	-7.8064e-02	1.3185e+00	-3.2476e-01	6.2521e-03
{"s":"NA19094"}	{"s":"NA19128"}	-4.8377e-02	1.1967e+00	-1.9981e-01	3.1523e-03
{"s":"NA19094"}	{"s":"NA19129"}	-8.3495e-02	1.3442e+00	-3.5450e-01	1.0259e-02
{"s":"NA19094"}	{"s":"NA19130"}	-2.6781e-02	1.1113e+00	-1.1551e-01	4.1921e-03
{"s":"NA19094"}	{"s":"NA19131"}	3.7441e-02	8.5089e-01	1.4845e-01	6.5811e-04
{"s":"NA19094"}	{"s":"NA19132"}	8.4958e-03	9.6814e-01	2.9728e-02	2.1276e-03
{"s":"NA19094"}	{"s":"NA19137"}	-4.9375e-02	1.2003e+00	-2.0317e-01	2.8325e-03
{"s":"NA19094"}	{"s":"NA19138"}	-3.6881e-02	1.1536e+00	-1.5971e-01	6.0929e-03
{"s":"NA19094"}	{"s":"NA19139"}	-5.9793e-02	1.2503e+00	-2.6148e-01	1.1151e-02
{"s":"NA19094"}	{"s":"NA19140"}	-2.6255e-02	1.1101e+00	-1.1510e-01	5.0403e-03
{"s":"NA19094"}	{"s":"NA19141"}	-7.2292e-02	1.2984e+00	-3.0756e-01	9.1971e-03
{"s":"NA19094"}	{"s":"NA19142"}	-6.2159e-02	1.2572e+00	-2.6570e-01	8.5313e-03
{"s":"NA19094"}	{"s":"NA19143"}	-2.3974e-02	1.0941e+00	-9.2330e-02	-1.7835e-03
{"s":"NA19094"}	{"s":"NA19144"}	-3.5429e-03	1.0173e+00	-2.0382e-02	3.1049e-03
{"s":"NA19094"}	{"s":"NA19145"}	-1.8758e-02	1.0777e+00	-8.0441e-02	2.7056e-03
{"s":"NA19094"}	{"s":"NA19152"}	-3.3943e-02	1.1394e+00	-1.4299e-01	3.6082e-03
{"s":"NA19094"}	{"s":"NA19153"}	2.3315e-02	9.0618e-01	9.4386e-02	-5.6217e-04
{"s":"NA19094"}	{"s":"NA19154"}	-7.3446e-03	1.0296e+00	-2.9833e-02	2.2748e-04
{"s":"NA19094"}	{"s":"NA19159"}	-2.3276e-03	1.0092e+00	-9.0283e-03	-1.4108e-04
{"s":"NA19094"}	{"s":"NA19160"}	-9.3841e-03	1.0416e+00	-4.5755e-02	4.1094e-03
{"s":"NA19094"}	{"s":"NA19161"}	-7.7178e-03	1.0327e+00	-3.4624e-02	1.8766e-03
{"s":"NA19094"}	{"s":"NA19171"}	1.6201e-02	9.3462e-01	6.5963e-02	-5.7911e-04
{"s":"NA19094"}	{"s":"NA19172"}	-1.5282e-02	1.0574e+00	-5.3580e-02	-3.7742e-03
{"s":"NA19094"}	{"s":"NA19173"}	1.0122e-03	9.9785e-01	2.4904e-04	1.8999e-03
{"s":"NA19094"}	{"s":"NA19192"}	-1.8406e-02	1.0772e+00	-8.0794e-02	3.5853e-03
{"s":"NA19094"}	{"s":"NA19193"}	2.3650e-03	9.9310e-01	4.3429e-03	2.5585e-03
{"s":"NA19094"}	{"s":"NA19194"}	-8.4046e-03	1.0320e+00	-3.0346e-02	-1.6361e-03
{"s":"NA19094"}	{"s":"NA19200"}	-1.8289e-02	1.0730e+00	-7.2833e-02	-1.6222e-04
{"s":"NA19094"}	{"s":"NA19201"}	-1.0791e-02	1.0407e+00	-3.8218e-02	-2.4725e-03
{"s":"NA19094"}	{"s":"NA19202"}	-1.8257e-02	1.0766e+00	-8.0253e-02	3.6126e-03
{"s":"NA19094"}	{"s":"NA19203"}	2.5815e-02	9.0067e-01	9.5401e-02	3.9301e-03
{"s":"NA19094"}	{"s":"NA19204"}	4.1001e-02	8.4165e-01	1.5270e-01	5.6517e-03
{"s":"NA19094"}	{"s":"NA19205"}	4.1001e-02	8.4215e-01	1.5169e-01	6.1582e-03
{"s":"NA19094"}	{"s":"NA19206"}	-4.5717e-03	1.0212e+00	-2.4096e-02	2.9045e-03
{"s":"NA19094"}	{"s":"NA19207"}	-6.6995e-03	1.0274e+00	-2.7972e-02	5.8712e-04
{"s":"NA19094"}	{"s":"NA19208"}	-9.1946e-03	1.0386e+00	-4.0368e-02	1.7949e-03
{"s":"NA19094"}	{"s":"NA19209"}	-1.0795e-02	1.0474e+00	-5.1567e-02	4.1933e-03
{"s":"NA19094"}	{"s":"NA19210"}	1.0482e-02	9.5856e-01	4.0943e-02	4.9259e-04
{"s":"NA19094"}	{"s":"NA19211"}	-5.2580e-03	1.0242e+00	-2.7467e-02	3.2172e-03
{"s":"NA19094"}	{"s":"NA19221"}	4.6139e-03	9.8216e-01	1.7225e-02	6.1554e-04
{"s":"NA19094"}	{"s":"NA19222"}	-5.9635e-03	1.0232e+00	-2.2624e-02	-6.1492e-04
{"s":"NA19094"}	{"s":"NA19223"}	1.3465e-02	9.4999e-01	4.6158e-02	3.8509e-03
{"s":"NA19094"}	{"s":"NA19238"}	5.8202e-03	9.7749e-01	2.1742e-02	7.6935e-04
{"s":"NA19094"}	{"s":"NA19239"}	-1.3448e-02	1.0560e+00	-5.8247e-02	2.2274e-03
{"s":"NA19094"}	{"s":"NA19240"}	-5.2486e-03	1.0244e+00	-2.7872e-02	3.4386e-03
{"s":"NA19098"}	{"s":"NA19099"}	-2.6628e-02	1.1104e+00	-1.1428e-01	3.8853e-03
{"s":"NA19098"}	{"s":"NA19100"}	2.3355e-01	1.1999e-02	1.0027e+00	-1.4743e-02
{"s":"NA19098"}	{"s":"NA19101"}	-2.2735e-02	1.1166e+00	-1.4227e-01	2.5667e-02
{"s":"NA19098"}	{"s":"NA19102"}	-2.3943e-02	1.0951e+00	-9.4433e-02	-6.6995e-04
{"s":"NA19098"}	{"s":"NA19103"}	-3.0574e-02	1.1519e+00	-1.8147e-01	2.9588e-02
{"s":"NA19098"}	{"s":"NA19116"}	-8.2547e-03	1.0375e+00	-4.1933e-02	4.4573e-03
{"s":"NA19098"}	{"s":"NA19119"}	-1.0102e-02	1.0737e+00	-1.0694e-01	3.3267e-02
{"s":"NA19098"}	{"s":"NA19120"}	-1.2605e-02	1.0780e+00	-1.0554e-01	2.7560e-02
{"s":"NA19098"}	{"s":"NA19127"}	-1.2274e-02	1.0543e+00	-5.9412e-02	5.1577e-03
{"s":"NA19098"}	{"s":"NA19128"}	-2.1326e-02	1.1155e+00	-1.4562e-01	3.0156e-02
{"s":"NA19098"}	{"s":"NA19129"}	-2.2109e-02	1.0911e+00	-9.3724e-02	2.6442e-03
{"s":"NA19098"}	{"s":"NA19130"}	-1.0412e-02	1.0731e+00	-1.0461e-01	3.1483e-02
{"s":"NA19098"}	{"s":"NA19131"}	-6.9149e-03	1.0308e+00	-3.3857e-02	3.0987e-03
{"s":"NA19098"}	{"s":"NA19132"}	-1.3011e-02	1.0548e+00	-5.7520e-02	2.7376e-03
{"s":"NA19098"}	{"s":"NA19137"}	-9.9366e-03	1.0416e+00	-4.3429e-02	1.8413e-03
{"s":"NA19098"}	{"s":"NA19138"}	-6.8601e-03	1.0587e+00	-9.0024e-02	3.1292e-02
{"s":"NA19098"}	{"s":"NA19139"}	-1.2137e-02	1.0808e+00	-1.1308e-01	3.2264e-02
{"s":"NA19098"}	{"s":"NA19140"}	-6.9897e-03	1.0315e+00	-3.5058e-02	3.5498e-03
{"s":"NA19098"}	{"s":"NA19141"}	-1.1657e-03	1.0329e+00	-6.1223e-02	2.8280e-02
{"s":"NA19098"}	{"s":"NA19142"}	-5.3221e-03	1.0493e+00	-7.7366e-02	2.8039e-02
{"s":"NA19098"}	{"s":"NA19143"}	-2.1997e-03	1.0124e+00	-1.6049e-02	3.6249e-03
{"s":"NA19098"}	{"s":"NA19144"}	-1.8901e-03	1.0409e+00	-7.4199e-02	3.3319e-02
{"s":"NA19098"}	{"s":"NA19145"}	-4.1006e-03	1.0519e+00	-8.7379e-02	3.5488e-02
{"s":"NA19098"}	{"s":"NA19152"}	-8.2177e-04	1.0050e+00	-6.7320e-03	1.7224e-03
{"s":"NA19098"}	{"s":"NA19153"}	-9.5770e-03	1.0725e+00	-1.0665e-01	3.4171e-02
{"s":"NA19098"}	{"s":"NA19154"}	-7.6881e-03	1.0634e+00	-9.6115e-02	3.2681e-02
{"s":"NA19098"}	{"s":"NA19159"}	-1.3517e-02	1.0545e+00	-5.4879e-02	4.0559e-04
{"s":"NA19098"}	{"s":"NA19160"}	-7.8848e-03	1.0594e+00	-8.7358e-02	2.7910e-02
{"s":"NA19098"}	{"s":"NA19161"}	-1.6930e-02	1.0948e+00	-1.2194e-01	2.7112e-02
{"s":"NA19098"}	{"s":"NA19171"}	4.9380e-03	1.0093e+00	-3.8372e-02	2.9062e-02
{"s":"NA19098"}	{"s":"NA19172"}	-1.4069e-02	1.0534e+00	-5.0471e-02	-2.9016e-03
{"s":"NA19098"}	{"s":"NA19173"}	-5.2148e-03	1.0544e+00	-8.7987e-02	3.3564e-02
{"s":"NA19098"}	{"s":"NA19192"}	-1.1986e-02	1.0743e+00	-1.0061e-01	2.6333e-02
{"s":"NA19098"}	{"s":"NA19193"}	-1.2425e-02	1.0529e+00	-5.6025e-02	3.1629e-03
{"s":"NA19098"}	{"s":"NA19194"}	-1.4696e-02	1.0942e+00	-1.2952e-01	3.5368e-02
{"s":"NA19098"}	{"s":"NA19200"}	-1.4109e-02	1.0798e+00	-1.0318e-01	2.3374e-02
{"s":"NA19098"}	{"s":"NA19201"}	-2.5228e-02	1.1059e+00	-1.1086e-01	4.9719e-03
{"s":"NA19098"}	{"s":"NA19202"}	-2.5009e-02	1.1044e+00	-1.0873e-01	4.3456e-03
{"s":"NA19098"}	{"s":"NA19203"}	2.7414e-04	1.0303e+00	-6.1777e-02	3.1437e-02
{"s":"NA19098"}	{"s":"NA19204"}	1.2550e-02	9.5104e-01	4.7725e-02	1.2377e-03
{"s":"NA19098"}	{"s":"NA19205"}	5.7110e-03	1.0035e+00	-2.9827e-02	2.6335e-02
{"s":"NA19098"}	{"s":"NA19206"}	-8.7414e-03	1.0336e+00	-3.2286e-02	-1.3400e-03
{"s":"NA19098"}	{"s":"NA19207"}	4.9962e-03	1.0095e+00	-3.9070e-02	2.9527e-02
{"s":"NA19098"}	{"s":"NA19208"}	-3.9504e-03	1.0494e+00	-8.3010e-02	3.3604e-02
{"s":"NA19098"}	{"s":"NA19209"}	5.5965e-03	9.8078e-01	1.6055e-02	3.1656e-03
{"s":"NA19098"}	{"s":"NA19210"}	6.5265e-04	1.0292e+00	-6.1043e-02	3.1827e-02
{"s":"NA19098"}	{"s":"NA19211"}	-3.0522e-04	1.0279e+00	-5.4523e-02	2.6651e-02
{"s":"NA19098"}	{"s":"NA19221"}	-9.7280e-03	1.0394e+00	-3.9983e-02	5.3576e-04
{"s":"NA19098"}	{"s":"NA19222"}	-1.1329e-02	1.0500e+00	-5.4717e-02	4.7001e-03
{"s":"NA19098"}	{"s":"NA19223"}	-4.4135e-03	1.0491e+00	-8.0629e-02	3.1488e-02
{"s":"NA19098"}	{"s":"NA19238"}	7.7386e-03	9.6857e-01	3.1911e-02	-4.7839e-04
{"s":"NA19098"}	{"s":"NA19239"}	5.7475e-03	1.0079e+00	-3.8737e-02	3.0863e-02
{"s":"NA19098"}	{"s":"NA19240"}	7.5457e-03	9.6936e-01	3.1104e-02	-4.6037e-04
{"s":"NA19099"}	{"s":"NA19100"}	2.0673e-01	1.1473e-02	1.0034e+00	-1.4849e-02
{"s":"NA19099"}	{"s":"NA19101"}	-2.2661e-02	1.0910e+00	-9.1449e-02	4.0149e-04
{"s":"NA19099"}	{"s":"NA19102"}	-3.9828e-02	1.1638e+00	-1.6832e-01	4.5040e-03
{"s":"NA19099"}	{"s":"NA19103"}	-4.0540e-02	1.1679e+00	-1.7355e-01	5.6933e-03
{"s":"NA19099"}	{"s":"NA19116"}	-1.0271e-02	1.0383e+00	-3.5564e-02	-2.7590e-03
{"s":"NA19099"}	{"s":"NA19119"}	-1.0945e-02	1.0463e+00	-4.8886e-02	2.5528e-03
{"s":"NA19099"}	{"s":"NA19120"}	-1.5365e-02	1.0653e+00	-6.9102e-02	3.8218e-03
{"s":"NA19099"}	{"s":"NA19127"}	-1.5440e-02	1.0581e+00	-5.4521e-02	-3.6202e-03
{"s":"NA19099"}	{"s":"NA19128"}	-2.6468e-02	1.1044e+00	-1.0287e-01	-1.5020e-03
{"s":"NA19099"}	{"s":"NA19129"}	-2.7544e-02	1.1126e+00	-1.1505e-01	2.4396e-03
{"s":"NA19099"}	{"s":"NA19130"}	-5.3013e-03	1.0205e+00	-1.9732e-02	-7.3675e-04
{"s":"NA19099"}	{"s":"NA19131"}	-1.7331e-02	1.0680e+00	-6.6771e-02	-1.2768e-03
{"s":"NA19099"}	{"s":"NA19132"}	-1.5060e-02	1.0619e+00	-6.3566e-02	1.6627e-03
{"s":"NA19099"}	{"s":"NA19137"}	-9.2150e-03	1.0423e+00	-4.7688e-02	5.4138e-03
{"s":"NA19099"}	{"s":"NA19138"}	-4.9226e-03	1.0214e+00	-2.3014e-02	1.6616e-03
{"s":"NA19099"}	{"s":"NA19139"}	-9.5497e-03	1.0404e+00	-4.2555e-02	2.1780e-03
{"s":"NA19099"}	{"s":"NA19140"}	8.1948e-04	9.9244e-01	1.1844e-02	-4.2829e-03
{"s":"NA19099"}	{"s":"NA19141"}	1.7949e-02	9.3113e-01	6.5941e-02	2.9269e-03
{"s":"NA19099"}	{"s":"NA19142"}	1.2312e-02	9.5712e-01	3.6515e-02	6.3660e-03
{"s":"NA19099"}	{"s":"NA19143"}	3.4439e-03	9.9076e-01	4.7024e-03	4.5366e-03
{"s":"NA19099"}	{"s":"NA19144"}	1.0871e-02	9.5920e-01	3.8123e-02	2.6815e-03
{"s":"NA19099"}	{"s":"NA19145"}	1.2202e-02	9.5379e-01	4.3608e-02	2.5998e-03
{"s":"NA19099"}	{"s":"NA19152"}	1.3993e-02	9.4302e-01	5.7989e-02	-1.0085e-03
{"s":"NA19099"}	{"s":"NA19153"}	-1.4395e-02	1.0589e+00	-6.0265e-02	1.3419e-03
{"s":"NA19099"}	{"s":"NA19154"}	-1.4953e-03	1.0108e+00	-1.5645e-02	4.8320e-03
{"s":"NA19099"}	{"s":"NA19159"}	-2.3727e-02	1.0972e+00	-9.9548e-02	2.3202e-03
{"s":"NA19099"}	{"s":"NA19160"}	-1.3593e-02	1.0545e+00	-5.4727e-02	1.7830e-04
{"s":"NA19099"}	{"s":"NA19161"}	-2.5094e-02	1.1023e+00	-1.0429e-01	1.9538e-03
{"s":"NA19099"}	{"s":"NA19171"}	7.5675e-03	9.6910e-01	3.1539e-02	-6.3429e-04
{"s":"NA19099"}	{"s":"NA19172"}	-1.3063e-02	1.0537e+00	-5.5091e-02	1.4190e-03
{"s":"NA19099"}	{"s":"NA19173"}	-3.0080e-03	1.0124e+00	-1.2760e-02	3.6398e-04
{"s":"NA19099"}	{"s":"NA19192"}	-9.0209e-03	1.0309e+00	-2.5751e-02	-5.1663e-03
{"s":"NA19099"}	{"s":"NA19193"}	-2.0970e-02	1.0866e+00	-8.9238e-02	2.6787e-03
{"s":"NA19099"}	{"s":"NA19194"}	-1.9655e-02	1.0797e+00	-8.0813e-02	1.0966e-03
{"s":"NA19099"}	{"s":"NA19200"}	-2.2763e-02	1.0945e+00	-9.8001e-02	3.4753e-03
{"s":"NA19099"}	{"s":"NA19201"}	-4.2010e-02	1.1764e+00	-1.8479e-01	8.3750e-03
{"s":"NA19099"}	{"s":"NA19202"}	-4.2187e-02	1.1757e+00	-1.8266e-01	6.9547e-03
{"s":"NA19099"}	{"s":"NA19203"}	-3.2678e-03	1.0119e+00	-1.0722e-02	-1.1744e-03
{"s":"NA19099"}	{"s":"NA19204"}	2.2515e-02	9.1363e-01	8.2676e-02	3.6911e-03
{"s":"NA19099"}	{"s":"NA19205"}	1.2978e-02	9.4797e-01	5.2154e-02	-1.2065e-04
{"s":"NA19099"}	{"s":"NA19206"}	-7.3034e-03	1.0285e+00	-2.7789e-02	-7.1242e-04
{"s":"NA19099"}	{"s":"NA19207"}	7.4847e-03	9.7197e-01	2.6112e-02	1.9135e-03
{"s":"NA19099"}	{"s":"NA19208"}	2.3816e-03	9.9395e-01	2.5646e-03	3.4810e-03
{"s":"NA19099"}	{"s":"NA19209"}	1.3078e-02	9.4946e-01	4.8773e-02	1.7702e-03
{"s":"NA19099"}	{"s":"NA19210"}	4.1843e-03	9.8120e-01	2.0862e-02	-2.0622e-03
{"s":"NA19099"}	{"s":"NA19211"}	1.4070e-02	9.4528e-01	5.3150e-02	1.5656e-03
{"s":"NA19099"}	{"s":"NA19221"}	-1.7665e-02	1.0697e+00	-6.8779e-02	-9.4106e-04
{"s":"NA19099"}	{"s":"NA19222"}	-1.8834e-02	1.0778e+00	-8.0334e-02	2.4993e-03
{"s":"NA19099"}	{"s":"NA19223"}	-8.9303e-03	1.0360e+00	-3.6332e-02	3.0568e-04
{"s":"NA19099"}	{"s":"NA19238"}	2.5355e-02	9.0584e-01	8.6908e-02	7.2553e-03
{"s":"NA19099"}	{"s":"NA19239"}	2.5962e-02	8.9394e-01	1.0828e-01	-2.2139e-03
{"s":"NA19099"}	{"s":"NA19240"}	3.3559e-02	8.7064e-01	1.2449e-01	4.8721e-03
{"s":"NA19100"}	{"s":"NA19101"}	-2.9065e-02	1.1247e+00	-1.3304e-01	8.3909e-03
{"s":"NA19100"}	{"s":"NA19102"}	-4.0217e-02	1.1650e+00	-1.6907e-01	4.1009e-03
{"s":"NA19100"}	{"s":"NA19103"}	-4.2637e-02	1.1761e+00	-1.8170e-01	5.5762e-03
{"s":"NA19100"}	{"s":"NA19116"}	-1.1703e-02	1.0516e+00	-5.6478e-02	4.8326e-03
{"s":"NA19100"}	{"s":"NA19119"}	-1.3859e-02	1.0602e+00	-6.4906e-02	4.7349e-03
{"s":"NA19100"}	{"s":"NA19120"}	-1.6834e-02	1.0718e+00	-7.6299e-02	4.4805e-03
{"s":"NA19100"}	{"s":"NA19127"}	-1.7753e-02	1.0757e+00	-8.0463e-02	4.7256e-03
{"s":"NA19100"}	{"s":"NA19128"}	-3.2984e-02	1.1338e+00	-1.3564e-01	1.8505e-03
{"s":"NA19100"}	{"s":"NA19129"}	-3.2311e-02	1.1321e+00	-1.3502e-01	2.8879e-03
{"s":"NA19100"}	{"s":"NA19130"}	-1.0322e-02	1.0436e+00	-4.5833e-02	2.2731e-03
{"s":"NA19100"}	{"s":"NA19131"}	-1.8868e-02	1.0792e+00	-8.2865e-02	3.6965e-03
{"s":"NA19100"}	{"s":"NA19132"}	-1.6983e-02	1.0668e+00	-6.5638e-02	-1.1467e-03
{"s":"NA19100"}	{"s":"NA19137"}	-1.5597e-02	1.0622e+00	-6.2077e-02	-1.5623e-04
{"s":"NA19100"}	{"s":"NA19138"}	-6.1712e-03	1.0252e+00	-2.5719e-02	5.1685e-04
{"s":"NA19100"}	{"s":"NA19139"}	-1.3610e-02	1.0559e+00	-5.7300e-02	1.4294e-03
{"s":"NA19100"}	{"s":"NA19140"}	-5.8039e-03	1.0234e+00	-2.3497e-02	1.4072e-04
{"s":"NA19100"}	{"s":"NA19141"}	1.1169e-02	9.5340e-01	4.8514e-02	-1.9183e-03
{"s":"NA19100"}	{"s":"NA19142"}	3.0695e-03	9.8841e-01	1.0908e-02	6.8490e-04
{"s":"NA19100"}	{"s":"NA19143"}	-2.2156e-03	1.0081e+00	-7.3597e-03	-7.5136e-04
